Time,Scenario,Bandwidth_Mbps,Input_Network_Latency_ms,CPU_Usage_percent,Task_Size_MB,Existing_Decision,Proposed_Decision,Estimated_EDGE_Latency_ms,Estimated_CLOUD_Latency_ms,Existing_Estimated_Latency_ms,Proposed_Estimated_Latency_ms
922,Stable,79.0,25.0,26.0,2.0,EDGE,EDGE,222.40000000000003,269.61164556962024,222.40000000000003,222.40000000000003
923,Stable,75.0,21.0,25.0,5.0,EDGE,EDGE,550.0,659.3333333333334,550.0,550.0
924,Stable,76.0,25.0,23.0,5.0,EDGE,EDGE,538.0,655.9157894736842,538.0,538.0
925,Stable,81.0,25.0,35.0,5.0,EDGE,EDGE,610.0,625.8271604938271,610.0,610.0
926,Stable,76.0,24.0,25.0,6.0,EDGE,EDGE,660.0,781.578947368421,660.0,660.0
927,Stable,81.0,23.0,25.0,8.0,EDGE,EDGE,880.0,981.1234567901234,880.0,880.0
928,Stable,75.0,22.0,34.0,8.0,EDGE,EDGE,966.4,1046.2133333333334,966.4,966.4
929,Stable,79.0,21.0,28.0,10.0,EDGE,EDGE,1136.0,1244.8582278481015,1136.0,1136.0
930,Stable,75.0,20.0,23.0,2.0,EDGE,EDGE,215.2,275.17333333333335,215.2,215.2
931,Stable,85.0,23.0,37.0,7.0,EDGE,EDGE,870.8,832.1835294117648,870.8,870.8
932,Stable,84.0,21.0,37.0,1.0,EDGE,EDGE,124.39999999999999,137.71809523809523,124.39999999999999,124.39999999999999
933,Stable,81.0,24.0,37.0,8.0,EDGE,EDGE,995.1999999999999,985.9634567901235,995.1999999999999,995.1999999999999
934,Stable,84.0,21.0,35.0,5.0,EDGE,EDGE,610.0,604.1904761904761,610.0,610.0
935,Stable,76.0,24.0,21.0,9.0,EDGE,EDGE,946.8,1158.9284210526316,946.8,946.8
936,Stable,84.0,20.0,23.0,8.0,EDGE,EDGE,860.8,949.2647619047618,860.8,860.8
937,Stable,77.0,20.0,26.0,4.0,EDGE,EDGE,444.80000000000007,519.7444155844156,444.80000000000007,444.80000000000007
938,Stable,77.0,18.0,33.0,2.0,EDGE,EDGE,239.20000000000002,268.4322077922078,239.20000000000002,239.20000000000002
939,Stable,85.0,24.0,26.0,3.0,EDGE,EDGE,333.6,369.4729411764706,333.6,333.6
940,Stable,84.0,22.0,30.0,2.0,EDGE,EDGE,232.0,254.87619047619046,232.0,232.0
941,Stable,76.0,24.0,37.0,7.0,EDGE,EDGE,870.8,911.2021052631578,870.8,870.8
942,Stable,83.0,23.0,28.0,9.0,EDGE,EDGE,1022.4,1080.5498795180722,1022.4,1022.4
943,Stable,82.0,18.0,39.0,10.0,EDGE,EDGE,1268.0,1209.209756097561,1268.0,1268.0
944,Stable,83.0,24.0,23.0,7.0,EDGE,EDGE,753.1999999999999,845.1387951807228,753.1999999999999,753.1999999999999
945,Stable,77.0,20.0,38.0,10.0,EDGE,EDGE,1256.0,1274.161038961039,1256.0,1256.0
946,Stable,84.0,19.0,23.0,10.0,EDGE,EDGE,1076.0,1180.5809523809523,1076.0,1076.0
947,Stable,76.0,22.0,37.0,6.0,EDGE,EDGE,746.4,782.458947368421,746.4,746.4
948,Stable,81.0,22.0,32.0,8.0,EDGE,EDGE,947.2,982.3634567901235,947.2,947.2
949,Stable,84.0,25.0,21.0,3.0,EDGE,EDGE,315.59999999999997,373.2342857142857,315.59999999999997,315.59999999999997
950,Stable,79.0,24.0,24.0,10.0,EDGE,EDGE,1088.0,1246.2582278481013,1088.0,1088.0
951,Stable,84.0,24.0,21.0,7.0,EDGE,EDGE,736.4,836.5466666666666,736.4,736.4
952,Stable,80.0,21.0,21.0,8.0,EDGE,EDGE,841.5999999999999,987.72,841.5999999999999,841.5999999999999
953,Stable,79.0,23.0,20.0,6.0,EDGE,EDGE,624.0,755.3949367088608,624.0,624.0
954,Stable,79.0,22.0,28.0,8.0,EDGE,EDGE,908.8,1001.086582278481,908.8,908.8
955,Stable,85.0,19.0,27.0,3.0,EDGE,EDGE,337.2,364.5929411764706,337.2,337.2
956,Stable,79.0,25.0,30.0,5.0,EDGE,EDGE,580.0,637.3291139240507,580.0,580.0
957,Stable,81.0,19.0,26.0,8.0,EDGE,EDGE,889.6000000000001,977.4434567901235,889.6000000000001,889.6000000000001
958,Stable,78.0,24.0,35.0,9.0,EDGE,EDGE,1098.0,1139.6769230769232,1098.0,1098.0
959,Stable,80.0,18.0,36.0,3.0,EDGE,EDGE,369.6,382.32,369.6,369.6
960,Stable,76.0,22.0,36.0,7.0,EDGE,EDGE,862.4,908.9221052631578,862.4,862.4
961,Stable,77.0,18.0,25.0,4.0,EDGE,EDGE,440.0,517.5844155844156,440.0,440.0
962,Stable,78.0,18.0,27.0,1.0,EDGE,EDGE,112.4,141.64410256410255,112.4,112.4
963,Stable,82.0,18.0,31.0,4.0,EDGE,EDGE,468.79999999999995,493.20390243902443,468.79999999999995,468.79999999999995
964,Stable,79.0,23.0,34.0,9.0,EDGE,EDGE,1087.2,1126.6324050632911,1087.2,1087.2
965,Stable,81.0,19.0,20.0,4.0,EDGE,EDGE,416.0,497.2617283950617,416.0,416.0
966,Stable,80.0,25.0,39.0,8.0,EDGE,EDGE,1014.4,997.48,1014.4,1014.4
967,Stable,77.0,25.0,38.0,9.0,EDGE,EDGE,1130.4,1153.7449350649351,1130.4,1130.4
968,Stable,80.0,23.0,25.0,5.0,EDGE,EDGE,550.0,628.0,550.0,550.0
969,Stable,76.0,22.0,20.0,7.0,EDGE,EDGE,728.0,904.4421052631578,728.0,728.0
970,Stable,75.0,20.0,38.0,4.0,EDGE,EDGE,502.40000000000003,532.7466666666667,502.40000000000003,502.40000000000003
971,Stable,78.0,21.0,26.0,5.0,EDGE,EDGE,556.0,639.0205128205129,556.0,556.0
972,Stable,85.0,24.0,36.0,1.0,EDGE,EDGE,123.2,139.55764705882353,123.2,123.2
973,Stable,85.0,18.0,35.0,3.0,EDGE,EDGE,366.0,364.5529411764706,366.0,366.0
974,Stable,85.0,20.0,39.0,1.0,EDGE,EDGE,126.8,135.67764705882354,126.8,126.8
975,Stable,78.0,22.0,39.0,5.0,EDGE,EDGE,634.0,642.6205128205129,634.0,634.0
976,Stable,85.0,22.0,33.0,7.0,EDGE,EDGE,837.2,830.0635294117648,837.2,837.2
977,Stable,80.0,25.0,28.0,4.0,EDGE,EDGE,454.4,509.48,454.4,454.4
978,Stable,82.0,22.0,36.0,10.0,EDGE,EDGE,1232.0,1212.009756097561,1232.0,1232.0
979,Stable,81.0,19.0,20.0,9.0,EDGE,EDGE,936.0,1095.0888888888887,936.0,936.0
980,Stable,85.0,23.0,37.0,10.0,EDGE,EDGE,1244.0,1178.9764705882353,1244.0,1244.0
981,Stable,84.0,22.0,29.0,2.0,EDGE,EDGE,229.60000000000002,254.79619047619045,229.60000000000002,229.60000000000002
982,Stable,82.0,19.0,30.0,5.0,EDGE,EDGE,580.0,612.8048780487804,580.0,580.0
983,Stable,85.0,23.0,28.0,5.0,EDGE,EDGE,568.0,599.1882352941176,568.0,568.0
984,Stable,85.0,22.0,26.0,3.0,EDGE,EDGE,333.6,367.4729411764706,333.6,333.6
985,Stable,83.0,21.0,21.0,10.0,EDGE,EDGE,1052.0,1193.255421686747,1052.0,1052.0
986,Stable,81.0,23.0,24.0,1.0,EDGE,EDGE,108.79999999999998,142.72543209876542,108.79999999999998,108.79999999999998
987,Stable,85.0,25.0,29.0,5.0,EDGE,EDGE,574.0,601.3882352941176,574.0,574.0
988,Stable,81.0,24.0,32.0,1.0,EDGE,EDGE,118.4,144.04543209876545,118.4,118.4
989,Stable,84.0,21.0,30.0,4.0,EDGE,EDGE,464.0,486.7523809523809,464.0,464.0
990,Stable,85.0,25.0,31.0,9.0,EDGE,EDGE,1054.8,1063.2188235294118,1054.8,1054.8
991,Stable,79.0,20.0,37.0,3.0,EDGE,EDGE,373.2,388.2374683544304,373.2,373.2
992,Stable,79.0,19.0,35.0,3.0,EDGE,EDGE,366.0,386.9974683544304,366.0,366.0
993,Stable,79.0,20.0,30.0,2.0,EDGE,EDGE,232.0,264.9316455696203,232.0,232.0
994,Stable,78.0,23.0,27.0,5.0,EDGE,EDGE,562.0,641.2205128205128,562.0,562.0
995,Stable,81.0,23.0,31.0,5.0,EDGE,EDGE,586.0,623.0271604938272,586.0,586.0
996,Stable,84.0,22.0,34.0,2.0,EDGE,EDGE,241.6,255.19619047619045,241.6,241.6
997,Stable,82.0,18.0,40.0,10.0,EDGE,EDGE,1280.0,1209.6097560975609,1280.0,1280.0
998,Stable,84.0,19.0,35.0,4.0,EDGE,EDGE,488.0,485.55238095238093,488.0,488.0
999,Stable,83.0,19.0,32.0,9.0,EDGE,EDGE,1065.6,1077.9898795180723,1065.6,1065.6
1000,Stable,79.0,24.0,21.0,3.0,EDGE,EDGE,315.59999999999997,390.3174683544304,315.59999999999997,315.59999999999997
1001,Fluctuating,48.0,55.0,51.0,7.0,CLOUD,EDGE,988.4000000000001,1375.9466666666667,1375.9466666666667,988.4000000000001
1002,Fluctuating,76.0,88.0,39.0,6.0,EDGE,EDGE,760.8,848.938947368421,760.8,760.8
1003,Fluctuating,85.0,53.0,79.0,2.0,CLOUD,EDGE,349.6,287.555294117647,287.555294117647,349.6
1004,Fluctuating,71.0,72.0,70.0,3.0,EDGE,EDGE,491.99999999999994,478.42816901408446,491.99999999999994,491.99999999999994
1005,Fluctuating,60.0,37.0,30.0,8.0,EDGE,EDGE,928.0,1273.2666666666669,928.0,928.0
1006,Fluctuating,57.0,56.0,78.0,3.0,CLOUD,CLOUD,520.8,546.4126315789474,546.4126315789474,546.4126315789474
1007,Fluctuating,76.0,50.0,61.0,2.0,EDGE,EDGE,306.4,305.40631578947364,306.4,306.4
1008,Fluctuating,48.0,85.0,70.0,7.0,CLOUD,CLOUD,1148.0,1411.2666666666667,1411.2666666666667,1411.2666666666667
1009,Fluctuating,65.0,84.0,60.0,7.0,CLOUD,CLOUD,1064.0,1102.3384615384616,1102.3384615384616,1102.3384615384616
1010,Fluctuating,40.0,34.0,64.0,4.0,EDGE,EDGE,627.2,924.24,627.2,627.2
1011,Fluctuating,86.0,77.0,30.0,6.0,EDGE,EDGE,696.0,762.339534883721,696.0,696.0
1012,Fluctuating,88.0,97.0,42.0,1.0,EDGE,EDGE,130.39999999999998,209.5890909090909,130.39999999999998,130.39999999999998
1013,Fluctuating,83.0,30.0,70.0,4.0,EDGE,EDGE,656.0,506.7421686746988,656.0,656.0
1014,Fluctuating,54.0,74.0,49.0,3.0,EDGE,EDGE,416.4,584.3244444444443,416.4,416.4
1015,Fluctuating,46.0,79.0,62.0,10.0,CLOUD,CLOUD,1544.0,2042.9304347826087,2042.9304347826087,2042.9304347826087
1016,Fluctuating,59.0,51.0,34.0,1.0,EDGE,EDGE,120.8,207.95322033898304,120.8,120.8
1017,Fluctuating,59.0,67.0,59.0,9.0,CLOUD,CLOUD,1357.2,1488.5789830508475,1488.5789830508475,1488.5789830508475
1018,Fluctuating,78.0,97.0,51.0,7.0,CLOUD,CLOUD,988.4000000000001,969.2287179487179,969.2287179487179,969.2287179487179
1019,Fluctuating,83.0,47.0,51.0,8.0,CLOUD,CLOUD,1129.6000000000001,994.4043373493977,994.4043373493977,994.4043373493977
1020,Fluctuating,62.0,54.0,40.0,7.0,EDGE,EDGE,896.0,1108.425806451613,896.0,896.0
1021,Fluctuating,41.0,59.0,44.0,3.0,EDGE,EDGE,398.40000000000003,709.6458536585366,398.40000000000003,398.40000000000003
1022,Fluctuating,53.0,32.0,67.0,9.0,CLOUD,CLOUD,1443.6,1594.6105660377357,1594.6105660377357,1594.6105660377357
1023,Fluctuating,50.0,45.0,53.0,1.0,EDGE,EDGE,143.6,227.12,143.6,143.6
1024,Fluctuating,64.0,62.0,79.0,9.0,CLOUD,CLOUD,1573.2,1395.44,1395.44,1395.44
1025,Fluctuating,79.0,36.0,68.0,1.0,EDGE,EDGE,161.6,159.98582278481013,161.6,161.6
1026,Fluctuating,82.0,43.0,71.0,1.0,EDGE,CLOUD,165.2,163.4009756097561,165.2,163.4009756097561
1027,Fluctuating,43.0,44.0,56.0,8.0,CLOUD,CLOUD,1177.6000000000001,1710.2920930232558,1710.2920930232558,1710.2920930232558
1028,Fluctuating,64.0,45.0,65.0,5.0,EDGE,CLOUD,790.0,783.0,790.0,783.0
1029,Fluctuating,70.0,49.0,43.0,1.0,EDGE,EDGE,131.6,185.00571428571428,131.6,131.6
1030,Fluctuating,59.0,83.0,72.0,2.0,CLOUD,CLOUD,332.8,399.9464406779661,399.9464406779661,399.9464406779661
1031,Fluctuating,82.0,96.0,47.0,10.0,CLOUD,CLOUD,1364.0,1290.4097560975608,1290.4097560975608,1290.4097560975608
1032,Fluctuating,78.0,47.0,56.0,2.0,EDGE,EDGE,294.40000000000003,296.6082051282051,294.40000000000003,294.40000000000003
1033,Fluctuating,72.0,45.0,48.0,2.0,EDGE,EDGE,275.2,311.0622222222222,275.2,275.2
1034,Fluctuating,90.0,43.0,61.0,4.0,EDGE,EDGE,612.8,488.31555555555553,612.8,612.8
1035,Fluctuating,78.0,55.0,79.0,5.0,CLOUD,CLOUD,874.0,683.6205128205128,683.6205128205128,683.6205128205128
1036,Fluctuating,73.0,55.0,52.0,7.0,CLOUD,CLOUD,996.8000000000001,976.6832876712328,976.6832876712328,976.6832876712328
1037,Fluctuating,58.0,50.0,32.0,9.0,EDGE,CLOUD,1065.6,1482.8993103448277,1065.6,1482.8993103448277
1038,Fluctuating,71.0,56.0,74.0,8.0,CLOUD,CLOUD,1350.3999999999999,1141.0884507042254,1141.0884507042254,1141.0884507042254
1039,Fluctuating,61.0,60.0,30.0,1.0,EDGE,EDGE,116.0,212.34754098360656,116.0,116.0
1040,Fluctuating,82.0,41.0,37.0,10.0,EDGE,CLOUD,1244.0,1231.409756097561,1244.0,1231.409756097561
1041,Fluctuating,82.0,93.0,39.0,2.0,EDGE,EDGE,253.6,331.2419512195122,253.6,253.6
1042,Fluctuating,89.0,95.0,34.0,2.0,EDGE,EDGE,241.6,317.49528089887644,241.6,241.6
1043,Fluctuating,56.0,59.0,59.0,5.0,CLOUD,CLOUD,754.0,885.0857142857143,885.0857142857143,885.0857142857143
1044,Fluctuating,56.0,89.0,33.0,2.0,EDGE,EDGE,239.20000000000002,417.3542857142857,239.20000000000002,239.20000000000002
1045,Fluctuating,51.0,35.0,48.0,6.0,EDGE,EDGE,825.6,1107.6964705882353,825.6,825.6
1046,Fluctuating,83.0,70.0,57.0,2.0,EDGE,EDGE,296.8,307.3310843373494,296.8,296.8
1047,Fluctuating,46.0,35.0,30.0,3.0,EDGE,EDGE,348.0,620.3391304347826,348.0,348.0
1048,Fluctuating,82.0,51.0,51.0,6.0,CLOUD,CLOUD,847.2,768.6058536585366,768.6058536585366,768.6058536585366
1049,Fluctuating,68.0,64.0,76.0,2.0,CLOUD,CLOUD,342.40000000000003,345.37411764705877,345.37411764705877,345.37411764705877
1050,Fluctuating,63.0,73.0,41.0,2.0,EDGE,EDGE,258.4,370.24825396825395,258.4,258.4
1051,Fluctuating,65.0,81.0,59.0,5.0,CLOUD,CLOUD,754.0,808.1846153846154,808.1846153846154,808.1846153846154
1052,Fluctuating,64.0,91.0,56.0,3.0,EDGE,EDGE,441.6,532.72,441.6,441.6
1053,Fluctuating,47.0,46.0,74.0,1.0,EDGE,CLOUD,168.79999999999998,239.1727659574468,168.79999999999998,239.1727659574468
1054,Fluctuating,50.0,43.0,56.0,10.0,CLOUD,CLOUD,1472.0,1865.4,1865.4,1865.4
1055,Fluctuating,70.0,86.0,41.0,10.0,CLOUD,CLOUD,1292.0,1445.257142857143,1445.257142857143,1445.257142857143
1056,Fluctuating,64.0,75.0,69.0,1.0,EDGE,EDGE,162.8,222.76,162.8,162.8
1057,Fluctuating,83.0,46.0,60.0,8.0,CLOUD,CLOUD,1216.0,996.2843373493977,996.2843373493977,996.2843373493977
1058,Fluctuating,47.0,82.0,58.0,1.0,EDGE,EDGE,149.6,274.5327659574468,149.6,149.6
1059,Fluctuating,44.0,63.0,71.0,6.0,CLOUD,CLOUD,991.1999999999999,1290.9490909090907,1290.9490909090907,1290.9490909090907
1060,Fluctuating,40.0,97.0,79.0,10.0,CLOUD,CLOUD,1748.0,2328.6,2328.6,2328.6
1061,Fluctuating,86.0,58.0,72.0,6.0,CLOUD,CLOUD,998.4000000000001,753.4195348837209,753.4195348837209,753.4195348837209
1062,Fluctuating,73.0,96.0,74.0,10.0,CLOUD,CLOUD,1688.0,1421.490410958904,1421.490410958904,1421.490410958904
1063,Fluctuating,46.0,85.0,72.0,4.0,CLOUD,CLOUD,665.6,872.1721739130435,872.1721739130435,872.1721739130435
1064,Fluctuating,70.0,74.0,72.0,7.0,CLOUD,CLOUD,1164.8,1034.16,1034.16,1034.16
1065,Fluctuating,49.0,36.0,30.0,3.0,EDGE,EDGE,348.0,589.395918367347,348.0,348.0
1066,Fluctuating,72.0,90.0,61.0,3.0,EDGE,EDGE,459.6,490.6533333333333,459.6,459.6
1067,Fluctuating,44.0,92.0,50.0,4.0,EDGE,EDGE,560.0,907.2727272727273,560.0,560.0
1068,Fluctuating,61.0,65.0,33.0,9.0,CLOUD,CLOUD,1076.4,1437.2078688524591,1437.2078688524591,1437.2078688524591
1069,Fluctuating,54.0,100.0,71.0,7.0,CLOUD,CLOUD,1156.3999999999999,1296.917037037037,1296.917037037037,1296.917037037037
1070,Fluctuating,65.0,60.0,35.0,8.0,CLOUD,CLOUD,976.0,1215.8153846153848,1215.8153846153848,1215.8153846153848
1071,Fluctuating,68.0,87.0,35.0,8.0,CLOUD,CLOUD,976.0,1199.3764705882352,1199.3764705882352,1199.3764705882352
1072,Fluctuating,68.0,70.0,37.0,8.0,CLOUD,CLOUD,995.1999999999999,1183.0164705882353,1183.0164705882353,1183.0164705882353
1073,Fluctuating,87.0,32.0,36.0,7.0,EDGE,EDGE,862.4,825.7581609195403,862.4,862.4
1074,Fluctuating,66.0,34.0,65.0,9.0,CLOUD,CLOUD,1422.0,1328.3090909090906,1328.3090909090906,1328.3090909090906
1075,Fluctuating,40.0,41.0,80.0,10.0,CLOUD,CLOUD,1760.0000000000002,2273.0,2273.0,2273.0
1076,Fluctuating,79.0,68.0,62.0,9.0,CLOUD,CLOUD,1389.6,1181.712405063291,1181.712405063291,1181.712405063291
1077,Fluctuating,53.0,88.0,51.0,6.0,CLOUD,CLOUD,847.2,1125.9003773584905,1125.9003773584905,1125.9003773584905
1078,Fluctuating,43.0,58.0,59.0,6.0,CLOUD,CLOUD,904.8,1308.4390697674419,1308.4390697674419,1308.4390697674419
1079,Fluctuating,75.0,90.0,75.0,6.0,CLOUD,CLOUD,1020.0,868.0,868.0,868.0
1080,Fluctuating,85.0,87.0,37.0,2.0,EDGE,EDGE,248.79999999999998,318.19529411764705,248.79999999999998,248.79999999999998
1081,Fluctuating,88.0,58.0,30.0,6.0,EDGE,EDGE,696.0,730.6545454545454,696.0,696.0
1082,Fluctuating,62.0,67.0,65.0,9.0,CLOUD,CLOUD,1422.0,1431.6903225806454,1431.6903225806454,1431.6903225806454
1083,Fluctuating,63.0,43.0,32.0,3.0,EDGE,EDGE,355.2,487.7923809523809,355.2,355.2
1084,Fluctuating,71.0,47.0,75.0,7.0,CLOUD,CLOUD,1190.0,996.7323943661971,996.7323943661971,996.7323943661971
1085,Fluctuating,46.0,62.0,69.0,4.0,EDGE,EDGE,651.2,848.6921739130435,651.2,651.2
1086,Fluctuating,52.0,45.0,55.0,4.0,EDGE,EDGE,584.0,749.1846153846154,584.0,584.0
1087,Fluctuating,69.0,54.0,75.0,6.0,CLOUD,CLOUD,1020.0,887.6521739130435,887.6521739130435,887.6521739130435
1088,Fluctuating,46.0,83.0,32.0,10.0,CLOUD,CLOUD,1184.0,2034.9304347826087,2034.9304347826087,2034.9304347826087
1089,Fluctuating,47.0,87.0,59.0,10.0,CLOUD,CLOUD,1508.0,2012.727659574468,2012.727659574468,2012.727659574468
1090,Fluctuating,72.0,47.0,61.0,1.0,EDGE,EDGE,153.2,180.55111111111108,153.2,153.2
1091,Fluctuating,73.0,36.0,65.0,7.0,EDGE,CLOUD,1106.0,961.3232876712327,1106.0,961.3232876712327
1092,Fluctuating,77.0,91.0,62.0,3.0,EDGE,EDGE,463.2,470.12831168831167,463.2,463.2
1093,Fluctuating,84.0,52.0,76.0,3.0,CLOUD,CLOUD,513.6,406.8342857142857,406.8342857142857,406.8342857142857
1094,Fluctuating,46.0,79.0,72.0,10.0,CLOUD,CLOUD,1664.0,2046.9304347826087,2046.9304347826087,2046.9304347826087
1095,Fluctuating,78.0,71.0,62.0,7.0,CLOUD,CLOUD,1080.8,946.3087179487179,946.3087179487179,946.3087179487179
1096,Fluctuating,66.0,61.0,47.0,7.0,EDGE,EDGE,954.8000000000001,1062.6448484848486,954.8000000000001,954.8000000000001
1097,Fluctuating,61.0,67.0,58.0,3.0,EDGE,EDGE,448.79999999999995,527.4026229508197,448.79999999999995,448.79999999999995
1098,Fluctuating,48.0,82.0,68.0,9.0,CLOUD,CLOUD,1454.4,1786.48,1786.48,1786.48
1099,Fluctuating,59.0,100.0,50.0,9.0,CLOUD,CLOUD,1260.0,1518.3389830508474,1518.3389830508474,1518.3389830508474
1100,Fluctuating,80.0,57.0,42.0,4.0,EDGE,EDGE,521.5999999999999,543.72,521.5999999999999,521.5999999999999
1101,Fluctuating,79.0,67.0,73.0,6.0,CLOUD,CLOUD,1005.5999999999999,812.1149367088608,812.1149367088608,812.1149367088608
1102,Fluctuating,83.0,46.0,75.0,3.0,EDGE,CLOUD,510.0,404.1566265060241,510.0,404.1566265060241
1103,Fluctuating,72.0,99.0,74.0,6.0,CLOUD,CLOUD,1012.8,903.4266666666666,903.4266666666666,903.4266666666666
1104,Fluctuating,85.0,44.0,78.0,6.0,CLOUD,CLOUD,1041.6,747.4258823529412,747.4258823529412,747.4258823529412
1105,Fluctuating,75.0,91.0,67.0,10.0,CLOUD,CLOUD,1604.0,1384.4666666666667,1384.4666666666667,1384.4666666666667
1106,Fluctuating,82.0,83.0,73.0,9.0,CLOUD,CLOUD,1508.3999999999999,1167.3287804878048,1167.3287804878048,1167.3287804878048
1107,Fluctuating,58.0,84.0,30.0,9.0,CLOUD,CLOUD,1044.0,1516.1793103448276,1516.1793103448276,1516.1793103448276
1108,Fluctuating,46.0,33.0,54.0,3.0,EDGE,EDGE,434.40000000000003,621.2191304347826,434.40000000000003,434.40000000000003
1109,Fluctuating,43.0,37.0,42.0,5.0,EDGE,EDGE,652.0,1075.632558139535,652.0,652.0
1110,Fluctuating,88.0,50.0,48.0,5.0,EDGE,EDGE,688.0,614.1454545454545,688.0,688.0
1111,Fluctuating,49.0,37.0,74.0,5.0,CLOUD,CLOUD,844.0,968.1265306122449,968.1265306122449,968.1265306122449
1112,Fluctuating,53.0,99.0,32.0,6.0,EDGE,EDGE,710.4,1132.3403773584905,710.4,710.4
1113,Fluctuating,68.0,43.0,69.0,9.0,CLOUD,CLOUD,1465.2,1306.6635294117646,1306.6635294117646,1306.6635294117646
1114,Fluctuating,54.0,79.0,45.0,9.0,CLOUD,CLOUD,1206.0,1608.5333333333333,1608.5333333333333,1608.5333333333333
1115,Fluctuating,90.0,66.0,74.0,1.0,CLOUD,CLOUD,168.79999999999998,177.8488888888889,177.8488888888889,177.8488888888889
1116,Fluctuating,64.0,79.0,56.0,6.0,CLOUD,CLOUD,883.2,962.44,962.44,962.44
1117,Fluctuating,75.0,36.0,30.0,5.0,EDGE,EDGE,580.0,675.3333333333334,580.0,580.0
1118,Fluctuating,52.0,86.0,44.0,6.0,EDGE,EDGE,796.8000000000001,1139.636923076923,796.8000000000001,796.8000000000001
1119,Fluctuating,88.0,99.0,77.0,10.0,CLOUD,CLOUD,1724.0000000000002,1238.890909090909,1238.890909090909,1238.890909090909
1120,Fluctuating,52.0,54.0,48.0,8.0,CLOUD,CLOUD,1100.8,1460.129230769231,1460.129230769231,1460.129230769231
1121,Fluctuating,51.0,39.0,41.0,3.0,EDGE,EDGE,387.6,574.5082352941176,387.6,387.6
1122,Fluctuating,87.0,95.0,37.0,7.0,EDGE,EDGE,870.8,889.0381609195402,870.8,870.8
1123,Fluctuating,42.0,84.0,47.0,9.0,CLOUD,CLOUD,1227.6000000000001,1995.2057142857143,1995.2057142857143,1995.2057142857143
1124,Fluctuating,56.0,46.0,40.0,10.0,EDGE,CLOUD,1280.0,1690.5714285714287,1280.0,1690.5714285714287
1125,Fluctuating,56.0,30.0,51.0,8.0,CLOUD,CLOUD,1129.6000000000001,1349.1771428571428,1349.1771428571428,1349.1771428571428
1126,Fluctuating,85.0,49.0,32.0,3.0,EDGE,EDGE,355.2,395.19294117647064,355.2,355.2
1127,Fluctuating,60.0,36.0,79.0,10.0,CLOUD,CLOUD,1748.0,1600.9333333333332,1600.9333333333332,1600.9333333333332
1128,Fluctuating,82.0,68.0,61.0,10.0,CLOUD,CLOUD,1532.0,1268.009756097561,1268.009756097561,1268.009756097561
1129,Fluctuating,75.0,75.0,34.0,6.0,EDGE,EDGE,724.8,843.16,724.8,724.8
1130,Fluctuating,73.0,58.0,41.0,9.0,CLOUD,CLOUD,1162.8,1239.0613698630136,1239.0613698630136,1239.0613698630136
1131,Fluctuating,44.0,94.0,40.0,7.0,EDGE,EDGE,896.0,1517.9272727272728,896.0,896.0
1132,Fluctuating,74.0,98.0,55.0,2.0,EDGE,EDGE,292.0,358.61621621621623,292.0,292.0
1133,Fluctuating,62.0,58.0,43.0,6.0,EDGE,EDGE,789.6,962.5135483870968,789.6,789.6
1134,Fluctuating,61.0,76.0,48.0,4.0,EDGE,EDGE,550.4,688.2701639344264,550.4,550.4
1135,Fluctuating,88.0,97.0,60.0,9.0,CLOUD,CLOUD,1368.0,1116.7818181818184,1116.7818181818184,1116.7818181818184
1136,Fluctuating,88.0,31.0,37.0,6.0,EDGE,EDGE,746.4,705.3345454545454,746.4,746.4
1137,Fluctuating,68.0,60.0,71.0,10.0,CLOUD,CLOUD,1652.0,1464.8705882352942,1464.8705882352942,1464.8705882352942
1138,Fluctuating,79.0,61.0,32.0,6.0,EDGE,EDGE,710.4,796.2749367088609,710.4,710.4
1139,Fluctuating,64.0,44.0,54.0,5.0,EDGE,CLOUD,724.0,779.8,724.0,779.8
1140,Fluctuating,74.0,66.0,31.0,9.0,CLOUD,CLOUD,1054.8,1230.132972972973,1230.132972972973,1230.132972972973
1141,Fluctuating,89.0,77.0,62.0,9.0,CLOUD,CLOUD,1389.6,1088.3087640449437,1088.3087640449437,1088.3087640449437
1142,Fluctuating,68.0,92.0,32.0,5.0,EDGE,EDGE,592.0,786.635294117647,592.0,592.0
1143,Fluctuating,81.0,54.0,50.0,9.0,CLOUD,CLOUD,1260.0,1140.888888888889,1140.888888888889,1140.888888888889
1144,Fluctuating,45.0,42.0,40.0,9.0,EDGE,CLOUD,1152.0,1836.4,1152.0,1836.4
1145,Fluctuating,74.0,30.0,70.0,2.0,EDGE,EDGE,328.0,291.8162162162162,328.0,328.0
1146,Fluctuating,53.0,57.0,73.0,7.0,CLOUD,CLOUD,1173.1999999999998,1274.0437735849057,1274.0437735849057,1274.0437735849057
1147,Fluctuating,46.0,56.0,64.0,7.0,CLOUD,CLOUD,1097.6,1431.3113043478263,1431.3113043478263,1431.3113043478263
1148,Fluctuating,81.0,39.0,77.0,3.0,EDGE,CLOUD,517.2,404.5362962962963,517.2,404.5362962962963
1149,Fluctuating,41.0,88.0,75.0,6.0,CLOUD,CLOUD,1020.0,1396.7317073170732,1396.7317073170732,1396.7317073170732
1150,Fluctuating,42.0,41.0,34.0,1.0,EDGE,EDGE,120.8,252.83619047619044,120.8,120.8
1151,Fluctuating,51.0,62.0,65.0,2.0,EDGE,EDGE,316.0,420.92549019607844,316.0,316.0
