Time,Scenario,Bandwidth_Mbps,Latency_ms,CPU_Usage_percent,Task_Size_MB
994,Stable,78,23,27,5
995,Stable,81,23,31,5
996,Stable,84,22,34,2
997,Stable,82,18,40,10
998,Stable,84,19,35,4
999,Stable,83,19,32,9
1000,Stable,79,24,21,3
1001,Fluctuating,48,55,51,7
1002,Fluctuating,76,88,39,6
1003,Fluctuating,85,53,79,2
1004,Fluctuating,71,72,70,3
1005,Fluctuating,60,37,30,8
1006,Fluctuating,57,56,78,3
1007,Fluctuating,76,50,61,2
1008,Fluctuating,48,85,70,7
1009,Fluctuating,65,84,60,7
1010,Fluctuating,40,34,64,4
1011,Fluctuating,86,77,30,6
1012,Fluctuating,88,97,42,1
1013,Fluctuating,83,30,70,4
1014,Fluctuating,54,74,49,3
1015,Fluctuating,46,79,62,10
1016,Fluctuating,59,51,34,1
1017,Fluctuating,59,67,59,9
1018,Fluctuating,78,97,51,7
1019,Fluctuating,83,47,51,8
1020,Fluctuating,62,54,40,7
1021,Fluctuating,41,59,44,3
1022,Fluctuating,53,32,67,9
1023,Fluctuating,50,45,53,1
1024,Fluctuating,64,62,79,9
1025,Fluctuating,79,36,68,1
1026,Fluctuating,82,43,71,1
1027,Fluctuating,43,44,56,8
1028,Fluctuating,64,45,65,5
1029,Fluctuating,70,49,43,1
1030,Fluctuating,59,83,72,2
1031,Fluctuating,82,96,47,10
1032,Fluctuating,78,47,56,2
1033,Fluctuating,72,45,48,2
1034,Fluctuating,90,43,61,4
1035,Fluctuating,78,55,79,5
1036,Fluctuating,73,55,52,7
1037,Fluctuating,58,50,32,9
1038,Fluctuating,71,56,74,8
1039,Fluctuating,61,60,30,1
1040,Fluctuating,82,41,37,10
1041,Fluctuating,82,93,39,2
1042,Fluctuating,89,95,34,2
1043,Fluctuating,56,59,59,5
1044,Fluctuating,56,89,33,2
1045,Fluctuating,51,35,48,6
1046,Fluctuating,83,70,57,2
1047,Fluctuating,46,35,30,3
1048,Fluctuating,82,51,51,6
1049,Fluctuating,68,64,76,2
1050,Fluctuating,63,73,41,2
1051,Fluctuating,65,81,59,5
1052,Fluctuating,64,91,56,3
1053,Fluctuating,47,46,74,1
1054,Fluctuating,50,43,56,10
1055,Fluctuating,70,86,41,10
1056,Fluctuating,64,75,69,1
1057,Fluctuating,83,46,60,8
1058,Fluctuating,47,82,58,1
1059,Fluctuating,44,63,71,6
1060,Fluctuating,40,97,79,10
1061,Fluctuating,86,58,72,6
1062,Fluctuating,73,96,74,10
1063,Fluctuating,46,85,72,4
1064,Fluctuating,70,74,72,7
1065,Fluctuating,49,36,30,3
1066,Fluctuating,72,90,61,3
1067,Fluctuating,44,92,50,4
1068,Fluctuating,61,65,33,9
1069,Fluctuating,54,100,71,7
1070,Fluctuating,65,60,35,8
1071,Fluctuating,68,87,35,8
1072,Fluctuating,68,70,37,8
1073,Fluctuating,87,32,36,7
1074,Fluctuating,66,34,65,9
1075,Fluctuating,40,41,80,10
1076,Fluctuating,79,68,62,9
1077,Fluctuating,53,88,51,6
1078,Fluctuating,43,58,59,6
1079,Fluctuating,75,90,75,6
1080,Fluctuating,85,87,37,2
1081,Fluctuating,88,58,30,6
1082,Fluctuating,62,67,65,9
1083,Fluctuating,63,43,32,3
1084,Fluctuating,71,47,75,7
1085,Fluctuating,46,62,69,4
1086,Fluctuating,52,45,55,4
1087,Fluctuating,69,54,75,6
1088,Fluctuating,46,83,32,10
1089,Fluctuating,47,87,59,10
1090,Fluctuating,72,47,61,1
1091,Fluctuating,73,36,65,7
1092,Fluctuating,77,91,62,3
1093,Fluctuating,84,52,76,3
1094,Fluctuating,46,79,72,10
1095,Fluctuating,78,71,62,7
1096,Fluctuating,66,61,47,7
1097,Fluctuating,61,67,58,3
1098,Fluctuating,48,82,68,9
1099,Fluctuating,59,100,50,9
1100,Fluctuating,80,57,42,4
1101,Fluctuating,79,67,73,6
1102,Fluctuating,83,46,75,3
1103,Fluctuating,72,99,74,6
1104,Fluctuating,85,44,78,6
1105,Fluctuating,75,91,67,10
1106,Fluctuating,82,83,73,9
1107,Fluctuating,58,84,30,9
1108,Fluctuating,46,33,54,3
1109,Fluctuating,43,37,42,5
1110,Fluctuating,88,50,48,5
1111,Fluctuating,49,37,74,5
1112,Fluctuating,53,99,32,6
1113,Fluctuating,68,43,69,9
1114,Fluctuating,54,79,45,9
1115,Fluctuating,90,66,74,1
1116,Fluctuating,64,79,56,6
1117,Fluctuating,75,36,30,5
1118,Fluctuating,52,86,44,6
1119,Fluctuating,88,99,77,10
1120,Fluctuating,52,54,48,8
1121,Fluctuating,51,39,41,3
1122,Fluctuating,87,95,37,7
1123,Fluctuating,42,84,47,9
1124,Fluctuating,56,46,40,10
1125,Fluctuating,56,30,51,8
1126,Fluctuating,85,49,32,3
1127,Fluctuating,60,36,79,10
1128,Fluctuating,82,68,61,10
1129,Fluctuating,75,75,34,6
1130,Fluctuating,73,58,41,9
1131,Fluctuating,44,94,40,7
1132,Fluctuating,74,98,55,2
1133,Fluctuating,62,58,43,6
1134,Fluctuating,61,76,48,4
1135,Fluctuating,88,97,60,9
1136,Fluctuating,88,31,37,6
1137,Fluctuating,68,60,71,10
1138,Fluctuating,79,61,32,6
1139,Fluctuating,64,44,54,5
1140,Fluctuating,74,66,31,9
1141,Fluctuating,89,77,62,9
1142,Fluctuating,68,92,32,5
1143,Fluctuating,81,54,50,9
1144,Fluctuating,45,42,40,9
1145,Fluctuating,74,30,70,2
1146,Fluctuating,53,57,73,7
1147,Fluctuating,46,56,64,7
1148,Fluctuating,81,39,77,3
1149,Fluctuating,41,88,75,6
1150,Fluctuating,42,41,34,1
1151,Fluctuating,51,62,65,2
1152,Fluctuating,76,59,46,7
1153,Fluctuating,64,87,70,7
1154,Fluctuating,67,70,31,7
1155,Fluctuating,83,45,64,1
1156,Fluctuating,81,38,78,10
1157,Fluctuating,42,39,52,9
1158,Fluctuating,46,67,80,5
1159,Fluctuating,78,41,48,8
1160,Fluctuating,64,80,72,1
1161,Fluctuating,70,50,64,4
1162,Fluctuating,48,80,80,9
1163,Fluctuating,58,48,49,6
1164,Fluctuating,40,100,65,3
1165,Fluctuating,47,35,30,10
1166,Fluctuating,78,80,64,9
1167,Fluctuating,45,69,43,6
1168,Fluctuating,53,82,71,9
1169,Fluctuating,49,50,41,4
1170,Fluctuating,79,62,42,2
1171,Fluctuating,51,36,78,9
1172,Fluctuating,69,100,34,5
1173,Fluctuating,82,38,46,2
1174,Fluctuating,52,92,51,6
1175,Fluctuating,48,60,36,5
1176,Fluctuating,79,38,42,6
1177,Fluctuating,71,87,51,10
1178,Fluctuating,82,69,74,10
1179,Fluctuating,49,76,50,7
1180,Fluctuating,50,30,50,4
1181,Fluctuating,90,58,75,7
1182,Fluctuating,57,76,38,6
1183,Fluctuating,70,89,58,6
1184,Fluctuating,89,69,61,9
1185,Fluctuating,46,52,71,10
1186,Fluctuating,45,65,38,9
1187,Fluctuating,52,63,76,2
1188,Fluctuating,86,39,31,9
1189,Fluctuating,80,33,67,10
1190,Fluctuating,65,57,32,9
1191,Fluctuating,56,99,64,8
1192,Fluctuating,81,49,53,7
1193,Fluctuating,54,67,38,8
1194,Fluctuating,72,95,35,7
1195,Fluctuating,63,94,30,4
1196,Fluctuating,79,51,78,9
1197,Fluctuating,48,87,40,3
1198,Fluctuating,76,48,77,8
1199,Fluctuating,62,35,44,8
1200,Fluctuating,54,38,46,6
1201,Fluctuating,54,35,72,4
1202,Fluctuating,73,76,54,8
1203,Fluctuating,69,35,32,6
1204,Fluctuating,46,96,70,5
1205,Fluctuating,87,63,67,9
1206,Fluctuating,76,52,54,7
1207,Fluctuating,63,39,63,5
1208,Fluctuating,64,58,63,7
1209,Fluctuating,62,74,61,8
1210,Fluctuating,78,30,62,3
1211,Fluctuating,68,51,44,2
1212,Fluctuating,72,65,43,3
1213,Fluctuating,51,50,53,10
1214,Fluctuating,85,45,72,4
1215,Fluctuating,66,72,76,2
1216,Fluctuating,70,91,60,4
1217,Fluctuating,77,50,71,7
1218,Fluctuating,41,61,32,3
1219,Fluctuating,76,50,38,9
1220,Fluctuating,42,48,33,3
1221,Fluctuating,56,53,63,7
1222,Fluctuating,78,32,76,5
1223,Fluctuating,45,57,58,10
1224,Fluctuating,70,91,40,4
1225,Fluctuating,66,48,80,10
1226,Fluctuating,89,53,69,9
1227,Fluctuating,56,51,76,6
1228,Fluctuating,69,38,44,7
1229,Fluctuating,64,46,36,1
1230,Fluctuating,52,96,62,7
1231,Fluctuating,49,42,41,8
1232,Fluctuating,79,34,80,9
1233,Fluctuating,72,45,35,8
1234,Fluctuating,82,46,68,9
1235,Fluctuating,40,85,63,7
1236,Fluctuating,63,35,74,9
1237,Fluctuating,67,59,60,7
1238,Fluctuating,62,42,57,3
1239,Fluctuating,56,91,79,4
1240,Fluctuating,45,66,68,9
1241,Fluctuating,66,62,42,1
1242,Fluctuating,85,30,66,9
1243,Fluctuating,47,96,30,7
1244,Fluctuating,81,56,74,6
1245,Fluctuating,66,76,36,3
1246,Fluctuating,67,62,46,9
1247,Fluctuating,67,76,69,5
1248,Fluctuating,83,80,78,4
1249,Fluctuating,66,100,80,9
1250,Fluctuating,70,52,53,9
1251,Fluctuating,75,91,46,5
1252,Fluctuating,76,74,79,7
1253,Fluctuating,87,47,72,2
1254,Fluctuating,87,59,58,3
1255,Fluctuating,46,57,62,7
1256,Fluctuating,90,73,65,10
1257,Fluctuating,84,36,40,7
1258,Fluctuating,80,30,35,3
1259,Fluctuating,70,85,35,2
1260,Fluctuating,56,58,53,2
1261,Fluctuating,78,34,76,7
1262,Fluctuating,65,96,48,10
1263,Fluctuating,43,52,70,8
1264,Fluctuating,68,31,42,9
1265,Fluctuating,58,54,32,10
1266,Fluctuating,72,96,74,4
1267,Fluctuating,79,51,73,1
1268,Fluctuating,63,60,71,1
1269,Fluctuating,50,41,47,7
1270,Fluctuating,62,80,55,10
1271,Fluctuating,52,96,30,2
1272,Fluctuating,45,100,48,9
1273,Fluctuating,77,74,52,5
1274,Fluctuating,54,54,59,7
1275,Fluctuating,76,30,46,3
1276,Fluctuating,66,94,36,9
1277,Fluctuating,44,94,48,6
1278,Fluctuating,47,95,46,9
1279,Fluctuating,90,62,74,8
1280,Fluctuating,64,91,79,4
1281,Fluctuating,88,73,79,8
1282,Fluctuating,83,88,67,1
1283,Fluctuating,70,44,46,2
1284,Fluctuating,64,58,73,4
1285,Fluctuating,60,82,52,9
1286,Fluctuating,74,31,74,5
1287,Fluctuating,55,66,35,7
1288,Fluctuating,83,73,34,9
1289,Fluctuating,51,90,50,6
1290,Fluctuating,53,64,41,4
1291,Fluctuating,71,55,45,4
1292,Fluctuating,56,56,44,4
1293,Fluctuating,55,75,39,2
1294,Fluctuating,47,40,73,8
1295,Fluctuating,79,30,78,9
1296,Fluctuating,42,91,53,10
1297,Fluctuating,60,93,66,5
1298,Fluctuating,71,53,78,9
1299,Fluctuating,57,80,44,10
1300,Fluctuating,48,36,63,7
1301,Fluctuating,70,99,32,9
1302,Fluctuating,62,80,73,3
1303,Fluctuating,69,45,74,9
1304,Fluctuating,69,70,74,1
1305,Fluctuating,40,56,54,10
1306,Fluctuating,46,71,53,10
1307,Fluctuating,56,53,65,5
1308,Fluctuating,55,64,60,10
1309,Fluctuating,61,76,41,8
1310,Fluctuating,67,56,56,6
1311,Fluctuating,63,81,47,8
1312,Fluctuating,51,46,66,4
1313,Fluctuating,46,64,45,9
1314,Fluctuating,67,78,42,3
1315,Fluctuating,87,49,60,1
1316,Fluctuating,51,83,61,3
1317,Fluctuating,80,96,64,6
1318,Fluctuating,90,92,49,5
1319,Fluctuating,75,36,55,2
1320,Fluctuating,84,50,33,4
1321,Fluctuating,56,90,70,2
1322,Fluctuating,68,72,46,6
1323,Fluctuating,63,62,52,1
1324,Fluctuating,66,45,52,10
1325,Fluctuating,52,98,41,5
1326,Fluctuating,62,71,73,9
1327,Fluctuating,71,87,35,7
1328,Fluctuating,79,66,59,3
1329,Fluctuating,50,73,56,10
1330,Fluctuating,76,81,34,2
1331,Fluctuating,50,73,44,6
1332,Fluctuating,60,67,75,5
1333,Fluctuating,78,80,47,8
1334,Fluctuating,89,76,77,10
1335,Fluctuating,73,87,56,3
1336,Fluctuating,51,32,38,4
1337,Fluctuating,82,62,77,2
1338,Fluctuating,53,51,55,2
1339,Fluctuating,46,38,60,9
1340,Fluctuating,43,33,79,7
1341,Fluctuating,73,40,36,5
1342,Fluctuating,79,49,35,7
1343,Fluctuating,59,59,45,5
1344,Fluctuating,68,46,38,9
1345,Fluctuating,50,33,32,6
1346,Fluctuating,60,90,59,9
1347,Fluctuating,57,100,58,3
1348,Fluctuating,84,99,41,10
1349,Fluctuating,78,88,70,10
1350,Fluctuating,67,97,70,9
1351,Fluctuating,59,74,60,9
1352,Fluctuating,54,41,58,5
1353,Fluctuating,63,82,46,3
1354,Fluctuating,59,31,30,9
1355,Fluctuating,88,47,52,5
1356,Fluctuating,70,98,30,8
1357,Fluctuating,88,91,49,1
1358,Fluctuating,89,85,48,10
1359,Fluctuating,54,30,65,6
1360,Fluctuating,52,82,65,7
1361,Fluctuating,65,61,40,7
1362,Fluctuating,64,58,46,2
1363,Fluctuating,67,60,63,10
1364,Fluctuating,84,64,48,9
1365,Fluctuating,57,82,42,2
1366,Fluctuating,51,47,48,2
1367,Fluctuating,80,88,69,8
1368,Fluctuating,57,92,42,6
1369,Fluctuating,41,49,33,9
1370,Fluctuating,41,53,36,5
1371,Fluctuating,57,46,75,8
1372,Fluctuating,86,31,44,2
1373,Fluctuating,49,31,61,4
1374,Fluctuating,61,83,49,8
1375,Fluctuating,63,89,74,1
1376,Fluctuating,61,40,78,3
1377,Fluctuating,43,64,79,7
1378,Fluctuating,44,99,60,3
1379,Fluctuating,52,62,54,1
1380,Fluctuating,47,61,54,8
1381,Fluctuating,55,34,42,8
1382,Fluctuating,87,42,63,4
1383,Fluctuating,70,79,73,5
1384,Fluctuating,60,50,70,1
1385,Fluctuating,87,100,63,2
1386,Fluctuating,56,91,70,5
1387,Fluctuating,52,76,33,4
1388,Fluctuating,47,60,70,7
1389,Fluctuating,60,31,40,5
1390,Fluctuating,77,45,55,4
1391,Fluctuating,40,35,67,8
1392,Fluctuating,84,49,53,2
1393,Fluctuating,55,50,61,2
1394,Fluctuating,83,73,78,1
1395,Fluctuating,43,75,71,3
1396,Fluctuating,84,98,80,2
1397,Fluctuating,48,92,44,6
1398,Fluctuating,75,74,58,4
1399,Fluctuating,41,78,52,3
1400,Fluctuating,56,35,61,8
1401,Fluctuating,75,67,64,8
1402,Fluctuating,52,53,64,6
1403,Fluctuating,60,89,47,10
1404,Fluctuating,75,50,34,9
1405,Fluctuating,49,87,48,5
1406,Fluctuating,74,76,59,1
1407,Fluctuating,89,94,54,3
1408,Fluctuating,41,76,79,10
1409,Fluctuating,55,71,76,2
1410,Fluctuating,82,98,54,4
1411,Fluctuating,73,93,79,9
1412,Fluctuating,49,66,50,7
1413,Fluctuating,81,71,37,2
1414,Fluctuating,73,38,32,3
1415,Fluctuating,51,34,42,2
1416,Fluctuating,71,54,36,1
1417,Fluctuating,76,79,72,8
1418,Fluctuating,73,62,33,6
1419,Fluctuating,54,39,30,4
1420,Fluctuating,81,92,35,8
1421,Fluctuating,80,37,53,9
1422,Fluctuating,87,83,53,1
1423,Fluctuating,79,64,63,1
1424,Fluctuating,86,39,49,2
1425,Fluctuating,53,96,36,2
1426,Fluctuating,86,59,64,7
1427,Fluctuating,52,54,63,4
1428,Fluctuating,76,52,65,9
1429,Fluctuating,66,43,79,10
1430,Fluctuating,62,88,74,7
1431,Fluctuating,46,51,80,3
1432,Fluctuating,75,81,62,6
1433,Fluctuating,82,50,64,10
1434,Fluctuating,68,75,50,9
1435,Fluctuating,60,77,56,7
1436,Fluctuating,86,71,68,4
1437,Fluctuating,76,99,43,7
1438,Fluctuating,89,100,77,5
1439,Fluctuating,63,87,58,7
1440,Fluctuating,40,34,48,10
1441,Fluctuating,41,96,38,5
1442,Fluctuating,40,68,44,4
1443,Fluctuating,60,32,79,5
1444,Fluctuating,75,95,65,10
1445,Fluctuating,76,49,36,1
1446,Fluctuating,69,75,39,3
1447,Fluctuating,56,76,67,4
1448,Fluctuating,54,62,49,2
1449,Fluctuating,76,81,66,4
1450,Fluctuating,86,39,76,6
1451,Fluctuating,90,91,41,8
1452,Fluctuating,84,42,68,5
1453,Fluctuating,42,78,35,1
1454,Fluctuating,89,72,52,7
1455,Fluctuating,66,45,79,4
1456,Fluctuating,87,31,70,7
1457,Fluctuating,43,69,63,1
1458,Fluctuating,60,99,66,3
1459,Fluctuating,60,94,74,4
1460,Fluctuating,49,36,73,7
1461,Fluctuating,68,94,35,4
1462,Fluctuating,67,67,80,7
1463,Fluctuating,49,46,51,2
1464,Fluctuating,70,36,65,7
1465,Fluctuating,56,40,55,9
1466,Fluctuating,67,46,78,3
1467,Fluctuating,70,55,61,7
1468,Fluctuating,81,55,65,10
1469,Fluctuating,87,97,45,4
1470,Fluctuating,44,64,79,7
1471,Fluctuating,60,41,37,7
1472,Fluctuating,67,76,52,4
1473,Fluctuating,60,74,68,1
1474,Fluctuating,89,69,40,6
1475,Fluctuating,79,86,69,3
1476,Fluctuating,68,35,44,4
1477,Fluctuating,83,77,39,2
1478,Fluctuating,47,36,45,10
1479,Fluctuating,49,66,30,6
1480,Fluctuating,84,44,49,8
1481,Fluctuating,70,32,51,4
1482,Fluctuating,87,98,43,4
1483,Fluctuating,74,96,78,5
1484,Fluctuating,75,91,69,3
1485,Fluctuating,84,32,54,10
1486,Fluctuating,82,97,32,5
1487,Fluctuating,50,37,48,4
1488,Fluctuating,90,64,33,8
1489,Fluctuating,81,31,34,7
1490,Fluctuating,82,64,72,6
1491,Fluctuating,46,32,48,7
1492,Fluctuating,54,78,62,2
1493,Fluctuating,60,92,68,9
1494,Fluctuating,45,53,42,9
1495,Fluctuating,69,32,32,4
1496,Fluctuating,73,69,51,8
1497,Fluctuating,65,50,31,6
1498,Fluctuating,83,75,52,5
1499,Fluctuating,55,94,47,1
1500,Fluctuating,80,62,54,1
1501,Fluctuating,75,65,44,3
1502,Fluctuating,61,80,72,3
1503,Fluctuating,45,78,63,10
1504,Fluctuating,80,59,56,4
1505,Fluctuating,76,49,57,5
1506,Fluctuating,78,72,58,9
1507,Fluctuating,48,56,71,3
1508,Fluctuating,77,99,73,4
1509,Fluctuating,48,69,74,9
1510,Fluctuating,48,85,79,3
1511,Fluctuating,81,50,50,2
1512,Fluctuating,75,98,76,2
1513,Fluctuating,51,70,39,1
1514,Fluctuating,88,70,56,7
1515,Fluctuating,59,86,77,5
1516,Fluctuating,49,54,36,3
1517,Fluctuating,51,33,78,10
1518,Fluctuating,79,64,68,10
1519,Fluctuating,79,59,68,4
1520,Fluctuating,54,33,52,2
1521,Fluctuating,84,91,38,9
1522,Fluctuating,78,90,75,6
1523,Fluctuating,51,79,61,8
1524,Fluctuating,48,50,42,4
1525,Fluctuating,42,82,78,1
1526,Fluctuating,57,82,44,4
1527,Fluctuating,88,56,34,3
1528,Fluctuating,68,92,74,6
1529,Fluctuating,69,61,57,7
1530,Fluctuating,89,35,68,7
1531,Fluctuating,86,70,55,10
1532,Fluctuating,87,98,63,1
1533,Fluctuating,73,43,58,8
1534,Fluctuating,42,61,63,9
1535,Fluctuating,65,35,65,7
1536,Fluctuating,73,36,42,5
1537,Fluctuating,68,80,49,5
1538,Fluctuating,69,51,57,5
1539,Fluctuating,79,36,74,9
1540,Fluctuating,49,89,71,8
1541,Fluctuating,45,94,37,3
1542,Fluctuating,89,99,38,7
1543,Fluctuating,66,71,58,1
1544,Fluctuating,51,88,67,4
1545,Fluctuating,69,41,46,6
1546,Fluctuating,84,50,75,2
1547,Fluctuating,45,44,75,8
1548,Fluctuating,80,76,35,9
1549,Fluctuating,85,79,76,9
1550,Fluctuating,79,50,54,9
1551,Fluctuating,64,35,79,3
1552,Fluctuating,61,49,40,3
1553,Fluctuating,51,36,56,5
1554,Fluctuating,59,87,48,3
1555,Fluctuating,47,46,42,1
1556,Fluctuating,79,62,30,8
1557,Fluctuating,71,93,64,1
1558,Fluctuating,78,93,45,4
1559,Fluctuating,77,90,59,7
1560,Fluctuating,68,40,68,10
1561,Fluctuating,40,61,65,5
1562,Fluctuating,79,56,33,3
1563,Fluctuating,49,37,71,6
1564,Fluctuating,42,48,32,10
1565,Fluctuating,78,68,51,2
1566,Fluctuating,43,43,56,3
1567,Fluctuating,50,66,69,10
1568,Fluctuating,76,52,59,10
1569,Fluctuating,63,34,35,5
1570,Fluctuating,60,77,54,2
1571,Fluctuating,88,84,65,2
1572,Fluctuating,58,90,38,2
1573,Fluctuating,84,65,51,9
1574,Fluctuating,66,97,43,4
1575,Fluctuating,79,37,36,10
1576,Fluctuating,86,97,35,8
1577,Fluctuating,86,66,57,10
1578,Fluctuating,60,63,63,10
1579,Fluctuating,79,75,38,10
1580,Fluctuating,76,93,63,8
1581,Fluctuating,71,53,69,4
1582,Fluctuating,85,67,42,1
1583,Fluctuating,47,33,59,2
1584,Fluctuating,87,56,69,7
1585,Fluctuating,66,35,51,6
1586,Fluctuating,75,57,30,4
1587,Fluctuating,84,66,46,2
1588,Fluctuating,59,68,62,9
1589,Fluctuating,60,30,37,6
1590,Fluctuating,61,80,76,10
1591,Fluctuating,79,33,41,4
1592,Fluctuating,61,73,73,8
1593,Fluctuating,70,34,71,3
1594,Fluctuating,70,49,70,8
1595,Fluctuating,74,72,59,7
1596,Fluctuating,87,37,63,5
1597,Fluctuating,76,70,65,9
1598,Fluctuating,41,56,66,6
1599,Fluctuating,90,75,34,3
1600,Fluctuating,57,33,51,7
1601,Fluctuating,80,98,40,10
1602,Fluctuating,78,79,41,10
1603,Fluctuating,47,69,75,6
1604,Fluctuating,85,34,47,7
1605,Fluctuating,45,93,45,6
1606,Fluctuating,68,68,43,9
1607,Fluctuating,59,52,37,6
1608,Fluctuating,90,34,79,4
1609,Fluctuating,45,86,62,1
1610,Fluctuating,70,94,39,4
1611,Fluctuating,61,91,76,9
1612,Fluctuating,59,71,39,2
1613,Fluctuating,73,46,43,1
1614,Fluctuating,69,79,75,9
1615,Fluctuating,47,30,49,1
1616,Fluctuating,83,41,51,8
1617,Fluctuating,42,43,63,5
1618,Fluctuating,41,69,70,4
1619,Fluctuating,60,55,42,5
1620,Fluctuating,57,98,50,8
1621,Fluctuating,82,45,47,3
1622,Fluctuating,50,65,37,1
1623,Fluctuating,79,95,36,4
1624,Fluctuating,74,74,65,6
1625,Fluctuating,57,48,75,5
1626,Fluctuating,76,61,40,2
1627,Fluctuating,59,73,64,8
1628,Fluctuating,43,46,31,8
1629,Fluctuating,83,36,36,7
1630,Fluctuating,43,41,57,7
1631,Fluctuating,51,87,69,6
1632,Fluctuating,59,72,42,9
1633,Fluctuating,45,89,66,3
1634,Fluctuating,45,89,36,8
1635,Fluctuating,59,89,60,4
1636,Fluctuating,54,48,69,5
1637,Fluctuating,63,80,41,6
1638,Fluctuating,90,71,59,8
1639,Fluctuating,41,38,60,2
1640,Fluctuating,62,91,59,3
1641,Fluctuating,58,74,68,10
1642,Fluctuating,48,95,36,7
1643,Fluctuating,85,43,50,9
1644,Fluctuating,81,39,80,5
1645,Fluctuating,74,89,55,10
1646,Fluctuating,66,60,69,4
1647,Fluctuating,75,50,60,7
1648,Fluctuating,44,73,43,10
1649,Fluctuating,67,85,66,6
1650,Fluctuating,74,60,41,2
1651,Fluctuating,87,92,37,10
1652,Fluctuating,78,89,50,9
1653,Fluctuating,46,86,41,5
1654,Fluctuating,65,38,68,2
1655,Fluctuating,83,78,50,8
1656,Fluctuating,81,37,35,4
1657,Fluctuating,48,30,78,3
1658,Fluctuating,82,49,58,9
1659,Fluctuating,58,79,69,10
1660,Fluctuating,68,55,43,6
1661,Fluctuating,59,68,57,6
1662,Fluctuating,45,31,69,9
1663,Fluctuating,65,46,48,1
1664,Fluctuating,63,100,33,1
1665,Fluctuating,85,75,37,5
1666,Fluctuating,41,60,57,10
1667,Fluctuating,65,70,75,7
1668,Fluctuating,65,78,57,9
1669,Fluctuating,53,52,60,3
1670,Fluctuating,52,79,53,7
1671,Fluctuating,49,66,72,3
1672,Fluctuating,48,31,34,1
1673,Fluctuating,49,92,72,7
1674,Fluctuating,48,40,38,7
1675,Fluctuating,69,84,69,3
1676,Fluctuating,69,95,57,9
1677,Fluctuating,68,79,52,4
1678,Fluctuating,51,84,68,1
1679,Fluctuating,76,93,76,4
1680,Fluctuating,85,94,47,7
1681,Fluctuating,74,76,32,1
1682,Fluctuating,76,91,75,6
1683,Fluctuating,47,91,74,2
1684,Fluctuating,49,97,78,5
1685,Fluctuating,69,96,35,9
1686,Fluctuating,79,41,45,8
1687,Fluctuating,80,39,73,9
1688,Fluctuating,77,69,69,1
1689,Fluctuating,61,98,79,1
1690,Fluctuating,70,88,62,8
1691,Fluctuating,76,72,56,6
1692,Fluctuating,58,67,40,1
1693,Fluctuating,84,68,76,10
1694,Fluctuating,56,37,70,8
1695,Fluctuating,77,51,66,1
1696,Fluctuating,82,67,77,10
1697,Fluctuating,41,66,61,2
1698,Fluctuating,48,94,34,5
1699,Fluctuating,56,46,69,5
1700,Fluctuating,57,62,30,2
1701,Fluctuating,78,52,67,3
1702,Fluctuating,82,87,53,3
1703,Fluctuating,56,60,61,3
1704,Fluctuating,73,34,51,2
1705,Fluctuating,49,49,61,7
1706,Fluctuating,89,79,45,8
1707,Fluctuating,86,51,43,10
1708,Fluctuating,86,74,33,5
1709,Fluctuating,88,44,33,3
1710,Fluctuating,69,81,60,5
1711,Fluctuating,70,98,44,7
1712,Fluctuating,83,79,60,5
1713,Fluctuating,49,97,57,1
1714,Fluctuating,58,87,54,6
1715,Fluctuating,73,35,36,9
1716,Fluctuating,80,75,57,10
1717,Fluctuating,81,64,51,5
1718,Fluctuating,57,42,46,10
1719,Fluctuating,65,89,79,4
1720,Fluctuating,86,54,63,6
1721,Fluctuating,83,53,50,9
1722,Fluctuating,40,31,34,1
1723,Fluctuating,66,42,63,2
1724,Fluctuating,83,87,52,4
1725,Fluctuating,86,66,46,4
1726,Fluctuating,42,33,69,2
1727,Fluctuating,43,57,68,2
1728,Fluctuating,85,45,35,10
1729,Fluctuating,48,78,72,10
1730,Fluctuating,51,44,74,3
1731,Fluctuating,56,67,59,2
1732,Fluctuating,80,88,47,7
1733,Fluctuating,84,71,46,3
1734,Fluctuating,89,39,47,1
1735,Fluctuating,64,79,51,1
1736,Fluctuating,56,63,41,8
1737,Fluctuating,44,92,42,10
1738,Fluctuating,65,52,71,8
1739,Fluctuating,46,48,64,7
1740,Fluctuating,53,43,58,5
1741,Fluctuating,46,34,34,2
1742,Fluctuating,76,62,79,8
1743,Fluctuating,41,93,39,1
1744,Fluctuating,42,79,47,3
1745,Fluctuating,84,72,55,10
1746,Fluctuating,40,95,75,8
1747,Fluctuating,70,85,55,2
1748,Fluctuating,74,58,30,7
1749,Fluctuating,84,91,37,10
1750,Fluctuating,74,75,51,5
1751,Fluctuating,65,37,70,2
1752,Fluctuating,63,98,51,2
1753,Fluctuating,69,67,71,4
1754,Fluctuating,51,100,32,7
1755,Fluctuating,82,54,49,7
1756,Fluctuating,46,75,61,2
1757,Fluctuating,80,86,77,4
1758,Fluctuating,48,34,42,1
1759,Fluctuating,86,60,61,7
1760,Fluctuating,44,99,71,5
1761,Fluctuating,71,98,58,1
1762,Fluctuating,42,73,33,6
1763,Fluctuating,90,35,55,2
1764,Fluctuating,53,96,59,9
1765,Fluctuating,49,59,34,1
1766,Fluctuating,87,48,61,1
1767,Fluctuating,70,35,45,3
1768,Fluctuating,40,52,70,1
1769,Fluctuating,59,42,59,10
